Class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.600334823,0.65599227,0.621724129,0.660744309,0.625026643,0.657354355,0.628430605,0.65333879,0.616807938,0.661869347,0.617139935,0.659354568,0.617313683,0.656770587,0.640014112,0.611626267,0.625055194,0.626098931,0.594344974,0.632635117,0.592041671,0.633347392,0.62053138,0.50181061,0.591494679,0.554645002,0.621771932,0.617625833,0.593328178,0.716682792,0.662373185,0.736951292,0.670707643,0.844869256,0.685465276,0.760789752,0.705286205,0.882261515,0.69296062,0.764660597,0.711160541,0.864523888,0.678651571,0.756036639,0.700493991,0.846743584,0.350897759,0.287069738,0.296940386,0.308960885,0.33952263,0.545866907,0.237702399,0.612113714,0.201268151,0.655795455,0.137356803,0.700617969,0.160146609,0.660827875,0.09167704,0.693534732,0.199855834,0.769091845,0.167088032,0.822709441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.481687844,0.625055969,0.462269485,0.634774745,0.459289938,0.632951796,0.456095755,0.630742371,0.46665287,0.635306001,0.466730654,0.634256482,0.465883166,0.632892132,0.440812975,0.607936502,0.455910116,0.615026474,0.483914793,0.604348779,0.490223825,0.604216933,0.413655192,0.539160013,0.463068783,0.528204083,0.308210373,0.645292282,0.337922454,0.619458437,0.16045177,0.732355416,0.213653535,0.666378677,0.124809645,0.738990128,0.171053648,0.66904521,0.117502905,0.739552081,0.159273595,0.679337502,0.131948829,0.734415829,0.169830143,0.675389946,0.577835798,0.174371377,0.596971571,0.175436109,0.718212605,0.423279643,0.711050987,0.421944827,0.86450398,0.648299098,0.84024775,0.618775129,0.903427601,0.679674983,0.878773808,0.651386082,0.817129612,0.718653262,0.783017218,0.690751195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.507731676,0.655824482,0.521434486,0.674576581,0.522978127,0.674076855,0.524751425,0.673273206,0.522683918,0.674620152,0.524909616,0.674224198,0.527499378,0.673393726,0.543506026,0.650033474,0.54300195,0.652441621,0.507467866,0.632359028,0.50975287,0.632759452,0.547387481,0.520470262,0.549785495,0.546481609,0.60374248,0.682132483,0.611001492,0.705349445,0.673425138,0.796044886,0.710585833,0.847671986,0.703499079,0.805144787,0.738438129,0.859784842,0.708950996,0.814222097,0.74143374,0.856047392,0.695708275,0.810552597,0.732836723,0.852217495,0.383813947,0.169552505,0.385139436,0.171941102,0.298305899,0.444827497,0.291376173,0.462483317,0.20755814,0.721878171,0.195786893,0.75205946,0.179468274,0.778527379,0.166662708,0.80615294,0.280024707,0.827070177,0.269168377,0.852435052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.381814659,0.699601054,0.358500868,0.687860966,0.357331753,0.683482289,0.356223017,0.679008126,0.358093947,0.688242793,0.356493801,0.684277236,0.354784012,0.680372715,0.355037272,0.637680292,0.352406949,0.64039129,0.393152267,0.681729436,0.393488646,0.682094812,0.417109609,0.561109066,0.40146178,0.538496971,0.308764547,0.728958845,0.311132103,0.713798404,0.173249543,0.875257015,0.224658787,0.84290123,0.134130239,0.89202261,0.191813529,0.864693642,0.125016958,0.884055972,0.18580389,0.862989545,0.141493857,0.878423333,0.203911304,0.857115388,0.635493338,0.221483409,0.604179323,0.225027382,0.74344492,0.520072818,0.720597386,0.516043723,0.875025928,0.825897098,0.817645967,0.79397893,0.91292429,0.867346048,0.894919932,0.852946997,0.772301257,0.918377578,0.752481818,0.894682407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.484507054,0.503861964,0.499400496,0.508184195,0.500489473,0.506854475,0.501701415,0.505172312,0.501243591,0.506915212,0.503496885,0.504982829,0.505858779,0.502828538,0.512890756,0.479853988,0.51588577,0.481371909,0.477652013,0.488598228,0.480718911,0.486931056,0.494604707,0.393238246,0.507047057,0.408502877,0.590466499,0.472493738,0.617720723,0.490498036,0.705127358,0.496024072,0.74134171,0.533859909,0.730631232,0.502560019,0.777573168,0.548592508,0.735777795,0.508242488,0.781904459,0.545728147,0.726928711,0.50635767,0.768694222,0.539461732,0.261110902,0.237542316,0.258007318,0.247207254,0.16599834,0.459614933,0.163548887,0.468483031,0.097829103,0.670671463,0.086462811,0.698239982,0.078824237,0.709520102,0.063632339,0.743030608,0.175452754,0.735637546,0.161707193,0.753119886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.356776088,0.780627012,0.365684658,0.784884393,0.366276592,0.784088314,0.36685425,0.783196092,0.366584718,0.783499002,0.367680013,0.782002687,0.368699402,0.780521989,0.37231648,0.767220259,0.373351455,0.766579211,0.353892773,0.769475281,0.354599029,0.767877817,0.356559694,0.711436629,0.361759752,0.718410552,0.389323473,0.775980055,0.412148714,0.807035387,0.436941892,0.823402762,0.478926957,0.868270874,0.452196687,0.827622175,0.495507956,0.87902087,0.451877147,0.827785611,0.498797089,0.876467466,0.444440395,0.82693702,0.492080867,0.871286988,0.255381674,0.523632526,0.274581492,0.481101066,0.197891325,0.658482313,0.26011923,0.333112687,0.131593391,0.809249282,0.258654445,0.201629594,0.114906028,0.834436893,0.259305328,0.183751434,0.149204686,0.857891083,0.245895967,0.136742234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.447444826,0.775210977,0.437780499,0.782840133,0.435812503,0.78185451,0.433856338,0.780994892,0.440892726,0.783878148,0.441090077,0.783703029,0.441353649,0.783611357,0.42646575,0.768993139,0.436406553,0.772609353,0.446859598,0.759576321,0.450591415,0.76295352,0.423468977,0.697378278,0.442956388,0.702257395,0.369556427,0.79271543,0.391411245,0.789772213,0.309898585,0.88071394,0.332693696,0.852962852,0.289237171,0.890665829,0.312899858,0.861491144,0.284511149,0.88827461,0.309879422,0.864979625,0.293061435,0.882814586,0.315970451,0.864830434,0.565918982,0.521575809,0.563898563,0.540191591,0.640653908,0.684804678,0.632124364,0.686663032,0.709442735,0.840997875,0.696904182,0.824288905,0.731230736,0.869701207,0.718407333,0.85614568,0.665653646,0.885231555,0.65745014,0.875800014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.420140564,0.614830256,0.409339041,0.609745026,0.411955208,0.607351303,0.414862216,0.605124354,0.403146714,0.610028028,0.401493311,0.607838452,0.39996472,0.605376363,0.427719533,0.574704766,0.407296121,0.567876577,0.439203322,0.597909331,0.431929886,0.596114755,0.50674063,0.515738249,0.429469049,0.47746405,0.422929347,0.721603274,0.358389735,0.633106828,0.307949871,0.862717271,0.271152616,0.740283489,0.274857134,0.904984713,0.241493195,0.766279459,0.263030469,0.892692327,0.240855098,0.771422565,0.272790253,0.870455086,0.252294153,0.763597727,0.723832846,0.264148414,0.662678003,0.274638563,0.819821358,0.490077704,0.762184203,0.479659498,0.899393439,0.649589419,0.846333981,0.624896169,0.932267785,0.677498698,0.865148604,0.647026181,0.844844759,0.745295048,0.811185002,0.705936968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.654102683,0.458028734,0.673423052,0.480461091,0.676631033,0.478414953,0.680286884,0.475819945,0.672648907,0.481913477,0.675053835,0.481114745,0.677664161,0.479703665,0.706632316,0.438351184,0.6980654,0.446835726,0.656460822,0.419038892,0.65551877,0.417145014,0.725128293,0.237004623,0.705570996,0.289999306,0.807582736,0.487221181,0.803614557,0.541586339,0.921735525,0.669223011,0.969023049,0.787070513,0.959430218,0.676987648,1.017394662,0.81898272,0.961957932,0.689853668,1.018582344,0.805368364,0.946675003,0.693263233,0.998253167,0.790633082,0.497084618,-0.252503574,0.453626364,-0.233263984,0.319919884,0.176546559,0.297989011,0.195046082,0.167682141,0.560866773,0.139547825,0.609062612,0.133225471,0.63408792,0.104395568,0.67351526,0.27101025,0.698167801,0.239498675,0.73312217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.437506169,0.691424966,0.413484752,0.693551421,0.411330223,0.688566804,0.408801436,0.683413029,0.414002001,0.696072817,0.412525296,0.69314003,0.41070348,0.690310478,0.397467792,0.638360977,0.397593915,0.649469495,0.4460814,0.663060069,0.447332621,0.66511941,0.426132083,0.53298533,0.431302249,0.534886241,0.307603985,0.70272696,0.305025429,0.688961864,0.166106731,0.837026954,0.176412523,0.802229524,0.124608815,0.855862021,0.129576147,0.81601572,0.114566267,0.852009654,0.122341573,0.822635055,0.130463809,0.843795657,0.140500367,0.816535354,0.631904423,0.148325354,0.619612455,0.174337626,0.77541554,0.465081573,0.762402534,0.466347992,0.904420853,0.78005147,0.880854666,0.766581416,0.953450859,0.817828298,0.928965628,0.810892582,0.826481938,0.861589074,0.803638279,0.838771462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.584276199,0.586886525,0.603981674,0.590063572,0.605104923,0.589289188,0.606240213,0.588333428,0.60501951,0.589354753,0.606822729,0.588224947,0.608711004,0.586914539,0.618123949,0.572408319,0.617674768,0.573105574,0.579614758,0.576740742,0.581605136,0.575958788,0.606883287,0.523654342,0.604797006,0.522129893,0.69736737,0.579399407,0.716034472,0.581126988,0.81422013,0.607025504,0.832336187,0.618215859,0.848109126,0.605319679,0.866876245,0.622012019,0.853050351,0.60915643,0.873169422,0.620547593,0.840442836,0.610023856,0.862338543,0.619929969,0.423335493,0.392756045,0.415365279,0.382442236,0.311530948,0.485955477,0.291239291,0.486266255,0.177230343,0.587939382,0.16023612,0.593769789,0.153027058,0.600557446,0.131990135,0.60578537,0.259235501,0.621919572,0.239582434,0.62707454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.507731676,0.655824482,0.521434486,0.674576581,0.522978127,0.674076855,0.524751425,0.673273206,0.522683918,0.674620152,0.524909616,0.674224198,0.527499378,0.673393726,0.543506026,0.650033474,0.54300195,0.652441621,0.507467866,0.632359028,0.50975287,0.632759452,0.547387481,0.520470262,0.549785495,0.546481609,0.60374248,0.682132483,0.611001492,0.705349445,0.673425138,0.796044886,0.710585833,0.847671986,0.703499079,0.805144787,0.738438129,0.859784842,0.708950996,0.814222097,0.74143374,0.856047392,0.695708275,0.810552597,0.732836723,0.852217495,0.383813947,0.169552505,0.385139436,0.171941102,0.298305899,0.444827497,0.291376173,0.462483317,0.20755814,0.721878171,0.195786893,0.75205946,0.179468274,0.778527379,0.166662708,0.80615294,0.280024707,0.827070177,0.269168377,0.852435052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.560147166,0.592675805,0.581677079,0.607488275,0.583815694,0.606553912,0.58638978,0.605347931,0.584120154,0.605901897,0.587422013,0.604183793,0.591422677,0.601936221,0.608875334,0.574993134,0.610693574,0.574441254,0.556103468,0.562546313,0.559178114,0.560801089,0.602416635,0.449472874,0.608643651,0.47647804,0.674607635,0.625988483,0.686692119,0.679030597,0.770851552,0.754335284,0.818788886,0.87176156,0.810030401,0.774949193,0.863741755,0.894090474,0.821740329,0.794088483,0.870607913,0.88020575,0.805443764,0.785856903,0.853573203,0.869268894,0.349692374,0.142831549,0.340199798,0.146156967,0.221163452,0.467616618,0.212439477,0.483184993,0.1359687,0.768736184,0.116888531,0.803383052,0.096364111,0.84345597,0.074218839,0.867130041,0.240913689,0.860071242,0.226026386,0.877173722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.486809343,0.85066539,0.481458843,0.862522066,0.48058933,0.862266541,0.479649186,0.861927032,0.481256247,0.863607168,0.48033762,0.864108026,0.479325324,0.864567041,0.471982092,0.854761779,0.471338272,0.857146323,0.485322744,0.840388656,0.485671163,0.841030538,0.467822552,0.810685933,0.466851741,0.808817506,0.435605288,0.882691205,0.443865389,0.875555396,0.386413872,0.944022298,0.401757985,0.925221324,0.373942643,0.951791763,0.388899446,0.933114588,0.372105062,0.950451493,0.391721249,0.931061924,0.376922846,0.946724534,0.396059155,0.930032134,0.526608586,0.664803028,0.51579392,0.666833103,0.55024302,0.751286864,0.533592045,0.738238156,0.600863576,0.764244735,0.59105742,0.893989921,0.618633986,0.771518528,0.599843442,0.907443225,0.586616039,0.805846512,0.568281591,0.942500949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.363436699,0.639768004,0.345329463,0.658435524,0.342182815,0.656294525,0.339115143,0.65384376,0.34561187,0.659559786,0.3428213,0.658498645,0.33993718,0.657174051,0.316038966,0.617879331,0.31941992,0.621842086,0.361725867,0.610605061,0.363264114,0.611084878,0.3128016,0.518340409,0.325182736,0.491376221,0.242440626,0.728559852,0.257953316,0.690696955,0.126589537,0.907260716,0.160344899,0.845557094,0.088670343,0.917196631,0.12242946,0.86193043,0.085548997,0.912062228,0.124042302,0.864414394,0.098127931,0.910160422,0.135463566,0.864627838,0.551865339,0.142368063,0.535109401,0.164103299,0.66558367,0.509352446,0.638282776,0.499505013,0.789353311,0.833343804,0.764078736,0.797648609,0.818778872,0.887618899,0.793757558,0.859152555,0.693042576,0.914441526,0.677398205,0.880748212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downdog,0.366375297,0.675225317,0.342634469,0.689279079,0.338948935,0.685891569,0.33519426,0.68206948,0.344136596,0.690707266,0.341515899,0.688590407,0.338809848,0.686195791,0.309661269,0.642500222,0.315767527,0.647635341,0.366711289,0.640356302,0.369375199,0.642929673,0.309630454,0.50068593,0.337199032,0.518569291,0.239093602,0.737774968,0.271325707,0.733622313,0.145443439,0.934850335,0.175223947,0.888594389,0.108751506,0.95280689,0.134882331,0.918092489,0.105349183,0.9468624,0.133297503,0.919992983,0.118959807,0.942474127,0.1456213,0.915676713,0.560120761,0.130830228,0.56990242,0.159266263,0.655991077,0.4769786,0.656712651,0.486440599,0.768092036,0.872337997,0.760770321,0.857003391,0.802894413,0.922448397,0.794743896,0.913095057,0.678397179,0.959189653,0.672393322,0.939578772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.527410746,0.244356632,0.534684777,0.227855474,0.539064348,0.228047669,0.541925609,0.228021473,0.520280778,0.22753948,0.515699744,0.227502763,0.511252522,0.227629483,0.54767257,0.233432651,0.504680336,0.233092934,0.536010027,0.263449192,0.518766344,0.265530378,0.582878113,0.329490244,0.461573929,0.330201387,0.668262482,0.325552821,0.37443769,0.325786591,0.678498387,0.200318545,0.369138837,0.204380959,0.680836022,0.165356994,0.365883529,0.170357257,0.673219502,0.162861526,0.375242352,0.165932596,0.669214666,0.173560321,0.379144818,0.179378539,0.551139653,0.560756862,0.475518763,0.557629526,0.663074136,0.625234365,0.370955169,0.632771492,0.658017278,0.78698647,0.374037415,0.798061848,0.644513786,0.815232277,0.38388145,0.826089025,0.707666457,0.838526011,0.324661374,0.84083128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.492136121,0.207804412,0.50294143,0.189602211,0.510216355,0.189324528,0.516251206,0.189513087,0.476919234,0.189917803,0.467915386,0.189785093,0.459319413,0.189769864,0.52624321,0.199967533,0.441783339,0.200883806,0.508378506,0.226501912,0.475065559,0.227657855,0.612316608,0.311199516,0.372855723,0.31587854,0.79518038,0.282895386,0.180625975,0.300291419,0.812075257,0.144053727,0.16666171,0.160296291,0.822211087,0.10415259,0.156882316,0.120600909,0.804802239,0.094827175,0.172467828,0.114142001,0.795768738,0.112797171,0.182633236,0.130292475,0.575479627,0.594406426,0.420298815,0.595662177,0.795155227,0.729162812,0.206221163,0.729357004,0.763899386,0.904080153,0.24609369,0.892185092,0.734789312,0.931261778,0.272011548,0.924325049,0.87114799,0.95861125,0.135775238,0.947615862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.511675715,0.248250946,0.516258895,0.233828858,0.519079506,0.234470308,0.521801114,0.235234052,0.506368339,0.234674096,0.503015816,0.235841915,0.500044346,0.236926392,0.526288927,0.245013386,0.496326774,0.247945219,0.517990232,0.265602946,0.504983008,0.266736537,0.557127893,0.339741677,0.473390967,0.340499938,0.622905552,0.345902681,0.408687413,0.357302189,0.657167912,0.262210101,0.377924562,0.277507633,0.673311293,0.2482512,0.363330722,0.260535985,0.671381354,0.242180884,0.367166579,0.255598366,0.663719594,0.246989995,0.37427032,0.261438072,0.543286264,0.574045897,0.486958504,0.573549151,0.617917001,0.685110807,0.408008337,0.684574723,0.623229325,0.855845869,0.406593472,0.854266524,0.616499901,0.882103026,0.415764034,0.883934677,0.660966277,0.896252036,0.367367566,0.888622344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.756006062,0.274929672,0.759493768,0.25921008,0.761544645,0.25920707,0.763371825,0.259381503,0.752720177,0.258328468,0.750154316,0.257888615,0.747827291,0.25801906,0.765336514,0.266704738,0.745301008,0.267009914,0.760571241,0.292222381,0.751952946,0.291950673,0.779981136,0.349803776,0.729832768,0.352524161,0.8016361,0.252073973,0.709197104,0.248167112,0.815047324,0.129835069,0.691313684,0.121504068,0.822698593,0.104991913,0.684760511,0.08749485,0.819593787,0.103713632,0.687831521,0.083710849,0.816147566,0.109692395,0.691107988,0.093871891,0.769838154,0.601096094,0.736857235,0.604517102,0.802578866,0.774824262,0.700892389,0.76921314,0.837471366,0.922492981,0.667529762,0.918874919,0.835343719,0.948928833,0.668398082,0.943579197,0.861920238,0.950406671,0.640157521,0.956521392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.481921226,0.300379187,0.488299221,0.283652633,0.492574185,0.283407122,0.496707559,0.283355474,0.475777328,0.284395218,0.471443772,0.284709752,0.467208326,0.285088569,0.5036515,0.291413426,0.462324202,0.29133302,0.489095777,0.31865871,0.475270897,0.319264382,0.534557641,0.391424298,0.432884961,0.402044177,0.567953646,0.511266768,0.404366851,0.524891376,0.498811811,0.496656328,0.473365188,0.499220759,0.486806214,0.471923053,0.482573807,0.474897623,0.487987369,0.463503748,0.482052267,0.46729663,0.490216136,0.468322366,0.480607301,0.473647833,0.516933918,0.601058304,0.452721,0.59929347,0.62476933,0.662255704,0.347717196,0.655502617,0.604199171,0.806140959,0.370638818,0.797161341,0.591702819,0.831680059,0.384553045,0.821561992,0.652512908,0.847109139,0.324244559,0.834412277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.432006419,0.242264956,0.435837328,0.226849109,0.43817836,0.226833194,0.441171318,0.226768225,0.426106513,0.228880942,0.422284931,0.23004362,0.417591631,0.231782556,0.447087377,0.236503214,0.4101879,0.242714077,0.439116567,0.261538476,0.427046597,0.263118178,0.479623884,0.329962373,0.380712837,0.345346808,0.552393079,0.318536073,0.307079673,0.338165134,0.554808259,0.2068519,0.293331206,0.210928276,0.556690156,0.170945764,0.287498713,0.176166534,0.550946116,0.16722852,0.294588089,0.174334198,0.547836304,0.180232346,0.299241662,0.186693549,0.467063189,0.599090457,0.403221786,0.599459171,0.560529351,0.678249598,0.307345003,0.684767723,0.567702651,0.841269374,0.294796765,0.851976037,0.555886388,0.873552978,0.307039797,0.879305959,0.613806903,0.87773478,0.252749205,0.901866257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.476738006,0.173482299,0.490745366,0.142911851,0.498430312,0.144181967,0.504849732,0.14570111,0.466340601,0.138654232,0.458514273,0.137673199,0.452097088,0.137079239,0.518010259,0.164405406,0.443419456,0.153496981,0.490628988,0.211213946,0.460593998,0.209925875,0.575987816,0.350922823,0.383741409,0.348214805,0.565786481,0.620347619,0.391274214,0.62549597,0.549694657,0.868648887,0.407121062,0.874399126,0.541624665,0.931115925,0.422893316,0.930963218,0.525395274,0.926567316,0.4467794,0.923682153,0.525684536,0.908083141,0.444646269,0.905871153,0.530315936,0.798695803,0.4149656,0.799659491,0.769687057,0.745369971,0.196144938,0.779603243,0.539398015,0.92195189,0.425382167,0.934595823,0.516438067,0.911121964,0.452331394,0.920285463,0.505393803,0.945713222,0.482240826,0.946174562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.458497405,0.367463082,0.468487293,0.358359873,0.474096119,0.35819304,0.480640173,0.358122021,0.45132038,0.358763069,0.444967091,0.358804315,0.438939005,0.358757019,0.491094708,0.362406552,0.431702316,0.363376796,0.471898764,0.379421592,0.448214293,0.377594739,0.543717682,0.423588663,0.38849318,0.430492103,0.665299535,0.448638499,0.261095196,0.454580396,0.680976033,0.371870428,0.24465102,0.374375284,0.693262339,0.349427223,0.228778034,0.351279438,0.681907415,0.347273707,0.241665021,0.348298967,0.672693729,0.354901075,0.252508104,0.354883879,0.521934032,0.564032555,0.421781451,0.564450204,0.681544363,0.565863013,0.257259905,0.570967019,0.634458482,0.665375233,0.303167999,0.675382972,0.610987842,0.673202395,0.329480737,0.686384976,0.663015842,0.710615158,0.279217899,0.716367006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.523517907,0.278985083,0.513943255,0.269916683,0.513267994,0.269858181,0.512530088,0.269790649,0.512061477,0.272105902,0.510037661,0.273661882,0.507696271,0.27547738,0.501864493,0.285468251,0.496238649,0.292750835,0.526610017,0.291568547,0.524503827,0.294170618,0.536268473,0.353186309,0.484700739,0.395733178,0.584932327,0.250549197,0.40983063,0.443237931,0.630655646,0.151798815,0.427051187,0.333895206,0.642464399,0.126928896,0.431150705,0.308095008,0.641945243,0.122526586,0.434601247,0.307906359,0.637658715,0.132133812,0.436168879,0.314275324,0.554623425,0.597224891,0.509063959,0.60442692,0.659814417,0.652225912,0.424767911,0.70832777,0.658458531,0.812955678,0.338735223,0.811046183,0.64712441,0.841739833,0.324748993,0.819870114,0.704813361,0.854417443,0.335905313,0.863409996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.507584631,0.224741727,0.513682425,0.206272662,0.518016279,0.206132531,0.522729218,0.206100196,0.500600278,0.207063809,0.496147007,0.207470953,0.49180907,0.208117545,0.529157043,0.213616669,0.486189842,0.216183573,0.51752013,0.243936151,0.500856757,0.246200234,0.570823908,0.311986715,0.45189184,0.325951576,0.660024524,0.2830396,0.358883977,0.315948159,0.670280099,0.154948294,0.341399699,0.175941557,0.675698638,0.115999281,0.332743168,0.139310092,0.668557584,0.111136943,0.33993113,0.13346383,0.663412571,0.123752289,0.346238971,0.145634025,0.559800088,0.59498173,0.482511997,0.59722209,0.664294839,0.713111579,0.376780748,0.719984829,0.671383142,0.900144815,0.371834099,0.907262743,0.659951687,0.932444513,0.384243488,0.936306953,0.730102181,0.940232396,0.322594941,0.957113028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.630644917,0.202093259,0.637233198,0.177109331,0.641726434,0.175397187,0.646558344,0.173887342,0.621980011,0.181293651,0.617069781,0.182193443,0.612451196,0.182925761,0.653436542,0.182736665,0.605914533,0.193088114,0.639482856,0.226533949,0.622842669,0.227863103,0.700350702,0.318428338,0.568156362,0.327079892,0.745288849,0.471269518,0.522225082,0.472010553,0.651770175,0.418931782,0.611461282,0.418293685,0.637502372,0.379166484,0.624610901,0.376003563,0.638163626,0.367689103,0.623569429,0.369250417,0.641417444,0.379421949,0.621909738,0.383251727,0.673091888,0.607752323,0.589624584,0.60891062,0.81445235,0.630847812,0.455575317,0.625665665,0.806802154,0.87942028,0.451614767,0.87575531,0.793503463,0.918953896,0.46433419,0.915166914,0.863054395,0.937379599,0.394108474,0.938708186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.500127733,0.137278825,0.508547187,0.116828285,0.514004588,0.116082579,0.519113004,0.115556829,0.490514189,0.119014174,0.483619809,0.119897626,0.477569461,0.121029429,0.526152134,0.125970513,0.468731225,0.132084429,0.509458363,0.162453353,0.488381207,0.164172083,0.572389722,0.273195177,0.423885018,0.270485759,0.610183239,0.439174861,0.386216193,0.429691344,0.512421548,0.386694252,0.482248455,0.378404975,0.498948604,0.342845529,0.495629996,0.332604021,0.499849051,0.333323419,0.493565261,0.326953232,0.502319813,0.347898483,0.491279751,0.344751358,0.539235175,0.584039211,0.446136922,0.579241693,0.701710939,0.645267308,0.304995894,0.649271369,0.711116195,0.904944122,0.29246676,0.90364325,0.695295334,0.947966576,0.307710409,0.950881362,0.787093163,0.956268847,0.215458572,0.953707993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.558427393,0.413202584,0.557463348,0.401012599,0.557185352,0.400537521,0.55681169,0.400055766,0.554714143,0.399932534,0.552326798,0.398754537,0.549772024,0.397602558,0.546308756,0.399538934,0.534692049,0.3966645,0.554124713,0.421713263,0.550834239,0.420669734,0.565481186,0.452873617,0.486535758,0.454264462,0.605009615,0.512031674,0.439428747,0.512147069,0.585075319,0.575244844,0.465812385,0.575903714,0.583069801,0.588416576,0.471425205,0.591961026,0.578050256,0.584705174,0.47738269,0.587113798,0.576954424,0.580068827,0.477313727,0.582527936,0.551550746,0.599378288,0.498081058,0.600185931,0.63236922,0.660682321,0.420895278,0.656784594,0.644042313,0.779787779,0.408383936,0.775570154,0.635182261,0.795880795,0.417594016,0.793265879,0.679089427,0.804259598,0.375503808,0.806929588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddess,0.516611278,0.161596924,0.516334534,0.146240503,0.518594205,0.146479756,0.52061826,0.146704793,0.506118715,0.146633118,0.500514448,0.14700897,0.493847847,0.147469401,0.511918664,0.155939907,0.474894375,0.156853706,0.51924777,0.184434354,0.507597923,0.182721317,0.538309395,0.283565164,0.434760749,0.268039107,0.584079623,0.427812845,0.43795383,0.413241208,0.538828075,0.349188447,0.514955878,0.358286858,0.532094657,0.317288399,0.528414428,0.328627884,0.526567638,0.304144263,0.523015082,0.315357089,0.526481211,0.31423831,0.519235313,0.32424137,0.513996422,0.52640748,0.447347164,0.522506595,0.645976543,0.617890358,0.389407814,0.63890475,0.617971241,0.823900104,0.339949906,0.824970126,0.59989059,0.864947319,0.339340299,0.853463769,0.688749254,0.869646311,0.322220325,0.884537458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
